Name,Position,Unnamed: 2,Unnamed: 3,Points,Unnamed: 5,Unnamed: 6,PPG,Unnamed: 8,Unnamed: 9,'FG,Unnamed: 11,Unnamed: 12,FG%,Unnamed: 14,Unnamed: 15,'2pt,Unnamed: 17,Unnamed: 18,2p%,Unnamed: 20,Unnamed: 21,'3pt,Unnamed: 23,Unnamed: 24,3p%,Unnamed: 26,Unnamed: 27,'FT,Unnamed: 29,Unnamed: 30,FT%,Unnamed: 32,Unnamed: 33,OFF,Unnamed: 35,Unnamed: 36,OFFPG,Unnamed: 38,Unnamed: 39,DEF,Unnamed: 41,Unnamed: 42,DEFPG,Unnamed: 44,Unnamed: 45,REB,Unnamed: 47,Unnamed: 48,RPG,Unnamed: 50,Unnamed: 51,AST,Unnamed: 53,Unnamed: 54,APG,Unnamed: 56,Unnamed: 57,STL,Unnamed: 59,Unnamed: 60,SPG,Unnamed: 62,Unnamed: 63,BLK,Unnamed: 65,Unnamed: 66,BPG,Unnamed: 68,Unnamed: 69,TO,Unnamed: 71,Unnamed: 72,TOPG,Unnamed: 74,Unnamed: 75,MIN,Unnamed: 77,Unnamed: 78,Ave Mins,Unnamed: 80,Unnamed: 81,Unnamed: 82,Point Guard,Player_Number,Composite_Score,Rating,Rank,Overall_Composite_Score,Overall_Rank
L. Ramiro,Center,5,0,5,7,4,4.2,'2-4,'0-1,'2-9,'2-3,'1-3,35.00%,'1-2,'0-1,'0-0,'0-0,'1-2,40.00%,'1-2,'0-0,'1-3,'2-3,'0-1,44.44%,'0-0,'0-2,'0-0,'1-2,'2-4,37.50%,0,0,1,1,0,0.4,0,0,1,2,2,1.0,0,0,2,3,2,1.4,0,1,1,1,1,0.8,1,0,0,1,0,0.4,0,0,0,0,0,0.0,1,2,0,0,4,1.4,08:31.0,10:49.0,12.666666666666666,14:51.0,14:43.0,12:18.0,0.0,0.0,0.0,0,7,14.356666666666667,29.897773421089486,28.0,14.356666666666667,132.0
Q. Millora-Brown,Center,14,11,17,9,16,13.4,'5-10,'4-4,'7-11,'1-4,'7-10,61.54%,'5-10,'4-4,'7-11,'1-4,'7-10,61.54%,'0-0,'0/0,'0-0,'0-0,'0-0,0.00%,'4-4,'3-4,'3-4,'7-10,'2-6,67.86%,8,2,3,4,7,4.8,2,6,6,15,5,6.8,10,8,9,19,12,11.6,1,3,3,3,2,2.4,1,0,2,0,0,0.6,1,0,1,4,2,1.6,0,3,3,2,6,2.8,26:39.0,30:20.0,34.45,29:12.0,25:20.0,29:11.0,0.0,0.0,0.0,0,15,47.730000000000004,100.0,1.0,47.730000000000004,1.0
F. Lopez,Center,12,16,13,15,4,12.0,'4-11,'5-13,'5-11,'5-17,'2-7,35.59%,'2-6,'3-10,'5-9,'4-9,'2-4,42.11%,'2-5,'2-3,'0-2,'1-8,'0-3,23.81%,'2-4,'4-8,'3-4,'5-5,'0-0,66.67%,2,0,1,3,2,1.6,11,9,5,6,5,7.2,13,9,6,9,7,8.8,6,1,2,1,3,2.6,1,2,1,0,0,0.8,1,4,4,1,2,2.4,9,2,2,2,1,3.2,34:56.0,34:16.0,24.35,31:58.0,24:10.0,29:56.0,0.0,0.0,0.0,0,16,35.25,73.78518414787845,5.0,35.25,20.0
R. Torres,Center,2,5,3,13,4,5.4,'1-5,'2-4,'1-4,'4-5,'1-2,45.00%,'1-3,'1-1,'0-2,'4-5,'1-1,58.33%,'0-2,'1-3,'1-2,'0-0,'1-3,30.00%,'0-0,'0-0,'0-0,'1-1,'2-2,100.00%,1,1,0,1,1,0.8,4,1,0,6,5,3.2,5,2,0,7,6,4.0,0,1,0,1,2,0.8,2,1,0,0,1,0.8,0,0,0,0,0,0.0,0,3,1,0,2,1.2,16:56.0,15:49.0,11.8,23:36.0,15:39.0,16:45.0,0.0,0.0,0.0,0,22,16.240000000000002,33.85380198851701,27.0,16.240000000000002,127.0
J. Yerro,Center,5,6,7,4,3,5.0,'2-7,'2-7,'3-5,'2-9,'1-4,31.25%,'1-4,'0-2,'3-5,'2-2,'1-2,46.67%,'1-3,'2-2,'0-0,'0-7,'0-2,21.43%,'0-2,'0-0,'1-2,'0-0,'1-1,40.00%,0,0,0,0,0,0.0,4,3,0,3,3,2.6,4,3,0,3,3,2.6,2,1,7,3,3,3.2,1,0,2,0,0,0.6,0,2,0,0,0,0.4,0,2,2,0,0,0.8,21:38.0,26:46.0,30.716666666666665,22:41.0,22:41.0,24:53.0,0.0,0.0,0.0,0,30,35.28666666666667,73.862204173085,4.0,35.28666666666667,19.0
J. Barcelona,Center,0,3,3,5,4,3.0,'0-0,'1-1,'1-2,'2-3,'1-1,71.43%,'0-0,'1-1,'0-2,'1-1,'1-1,60.00%,'0-0,'1-1,'1-0,'1-2,'0-0,100.00%,'0-0,'0-0,'0-0,'1-2,'2-4,50.00%,0,0,0,0,1,0.2,0,0,0,1,0,0.2,0,0,0,1,1,0.4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,00:46.0,01:41.0,1.6833333333333333,04:00.0,04:00.0,02:25.0,0.0,0.0,0.0,0,34,3.1833333333333336,6.427671194510573,39.0,3.1833333333333336,190.0
L. Estacio,Center,0,3,0,0,0,0.6,'0-0,'1-2,'0-1,'0-2,'0-0,20.00%,'0-0,'1-2,'0-0,'0-0,'0-0,50.00%,'0-0,'0-0,'0-1,'0-0,'0-0,0.00%,'0-0,'1-2,'0-0,'0-0,'0-0,50.00%,0,0,1,0,0,0.2,0,1,3,0,0,0.8,0,0,4,0,0,0.8,1,0,4,0,0,1.0,0,0,1,0,0,0.2,0,0,0,0,0,0.0,0,0,1,0,0,0.2,05:26.0,07:13.0,12.666666666666666,00:00.0,01:40.0,05:23.0,0.0,0.0,0.0,0,48,13.716666666666667,28.553423890211455,29.0,13.716666666666667,134.0
N. Cabanero,Center,12,13,27,19,16,17.4,'4-13,'5-13,'8-16,'7-17,'6-16,40.00%,'3-11,'5-10,'6-11,'5-10,'5-11,45.28%,'1-2,'0-3,'2-5,'2-7,'1-5,27.27%,'3-4,'3-4,'9-14,'3-4,'5-6,71.88%,0,2,3,0,0,1.0,3,6,5,1,3,3.6,3,8,8,1,3,4.6,1,1,1,3,3,1.8,0,1,0,1,1,0.6,0,1,0,0,0,0.2,2,2,2,2,2,2.0,29:35.0,29:35.0,34.38333333333333,33:20.0,35:42.0,32:31.0,0.0,0.0,0.0,0,50,43.653333333333336,91.43677356112589,2.0,43.653333333333336,6.0
F. Padrigan,Center,7,7,7,3,14,7.6,'2-8,'3-12,'3-11,'1-8,'5-14,26.42%,'1-2,'2-5,'2-3,'0-3,'2-5,38.89%,'1-6,'1-7,'1-8,'0-5,'3-9,17.14%,'2-4,'0-0,'1-2,'0-0,'3-9,40.00%,0,0,2,0,1,0.6,0,2,3,0,4,1.8,0,2,5,0,5,2.4,3,6,6,0,3,3.6,0,2,2,3,1,1.6,0,0,0,2,0,0.4,1,2,3,7,2,3.0,25:29.0,25:38.0,34.233333333333334,27:33.0,27:31.0,28:05.0,0.0,0.0,0.0,0,53,37.913333333333334,79.37963870606357,3.0,37.913333333333334,15.0
C. Koon,Center,10,2,5,9,9,7.0,'4-10,'1-3,'1-7,'4-9,'3-9,34.21%,'3-4,'1-3,'0-4,'3-3,'1-4,44.44%,'1-6,'0-0,'1-3,'1-5,'2-5,26.32%,'1-2,'0-0,'2-2,'0-0,'1-4,50.00%,0,2,1,0,0,0.6,3,2,3,1,5,2.8,3,4,4,1,7,3.8,0,0,0,0,2,0.4,2,0,1,1,1,1.0,0,0,0,0,0,0.0,2,1,1,5,1,2.0,34:23.0,10:46.0,26.583333333333332,20:00.0,26:34.0,23:39.0,0.0,0.0,0.0,0,56,30.553333333333335,63.91961910096625,12.0,30.553333333333335,42.0
I. Espinosa,Center,10,5,14,2,8,7.8,'4-9,'1-5,'6-9,'1-3,'1-10,36.11%,'3-7,'1-2,'4-5,'1-2,'0-0,56.25%,'1-2,'0-3,'2-4,'0-1,'1-1,36.36%,'1-2,'3-4,'0-0,'0-0,'5-4,90.00%,1,0,0,1,0,0.4,1,0,2,1,3,1.4,2,0,2,1,3,1.6,2,2,6,1,3,2.8,2,0,0,0,1,0.6,0,0,1,0,0,0.2,3,1,1,1,2,1.6,19:15.0,15:40.0,20.4,13:38.0,17:04.0,17:12.0,0.0,0.0,0.0,0,60,24.33,50.84722027727208,19.0,24.33,73.0
A. Bongo,Center,4,15,0,7,1,5.4,'1-5,'5-9,'0-4,'2-5,'0-4,29.63%,'0-2,'3-3,'0-1,'0-0,'0-1,42.86%,'1-3,'2-6,'0-3,'2-5,'0-3,25.00%,'1-3,'3-4,'0-0,'1-1,'1-2,60.00%,2,3,0,2,0,1.4,4,3,6,4,1,3.6,6,6,6,6,2,5.2,0,2,1,3,1,1.4,1,0,1,0,0,0.4,0,0,0,0,0,0.0,2,1,1,1,0,1.0,19:28.0,28:41.0,19.816666666666666,18:33.0,19:17.0,21:09.0,0.0,0.0,0.0,0,61,25.366666666666667,53.02478644447556,18.0,25.366666666666667,68.0
K. Ong,Center,0,0,7,7,0,2.8,'0-0,'0-1,'3-4,'3-4,'0-0,66.67%,'0-0,'0-1,'3-4,'3-4,'0-0,66.67%,'0-0,'0-0,'0-0,'0-0,'0-0,0.00%,'0-2,'0-0,'1-4,'1-4,'0-0,20.00%,0,0,2,2,0,0.8,1,1,2,2,0,1.2,1,1,4,4,0,2.0,0,1,0,0,0,0.2,0,0,0,0,0,0.0,0,1,2,2,0,1.0,0,0,0,0,0,0.0,02:05.0,11:29.0,17.266666666666666,17:16.0,00:26.0,09:42.0,0.0,0.0,0.0,0,63,20.646666666666665,43.1102086542501,24.0,20.646666666666665,101.0
P. Momowel,Center,10,11,2,6,12,8.2,'4-8,'3-12,'1-2,'3-6,'5-13,39.02%,'4-8,'3-10,'1-2,'3-6,'5-13,41.03%,'0-0,'0-2,'0-0,'0-0,'0-0,0.00%,'2-4,'5-9,'0-0,'0-2,'2-4,47.37%,2,2,2,4,5,3.0,9,10,6,6,12,8.6,11,12,8,10,17,11.6,1,1,1,6,9,3.6,0,1,0,6,3,2.0,2,0,0,0,0,0.4,4,2,0,1,3,2.0,35:04.0,31:20.0,14.816666666666666,25:50.0,36:32.0,28:43.0,0.0,0.0,0.0,0,71,26.756666666666668,55.94454558185128,17.0,26.756666666666668,60.0
N. Mulingtapang,Center,0,0,0,0,0,0.0,'0-1,'0-0,'0-5,'0-3,'0-1,0.00%,'0-0,'0-0,'0-3,'0-1,'0-1,0.00%,'0-1,'0-0,'0-2,'0-2,'0-0,0.00%,'0-0,'0-0,'0-0,'0-0,'0-0,0.00%,1,0,0,0,0,0.2,0,0,0,0,1,0.2,1,1,0,0,1,0.6,0,0,0,0,0,0.0,1,0,0,0,0,0.2,0,0,0,0,0,0.0,0,0,0,0,1,0.2,03:01.0,01:49.0,6.733333333333333,04:48.0,06:32.0,04:34.0,0.0,0.0,0.0,0,77,6.993333333333333,14.430751995518834,32.0,6.993333333333333,164.0
K. Spandonis,Center,0,0,3,3,3,1.8,'0-1,'0-1,'1-3,'1-2,'1-2,33.33%,'0-0,'0-0,'0-0,'0-0,'0-0,0.00%,'0-1,'0-1,'1-3,'1-2,'1-2,33.33%,'0-0,'0-0,'0-0,'0-0,'0-0,0.00%,0,0,0,0,0,0.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,03:17.0,03:17.0,4.55,04:25.0,04:25.0,03:59.0,0.0,0.0,0.0,0,78,6.02,12.386220417308499,34.0,6.02,169.0
P. Palacielo,Center,16,10,15,7,9,11.4,'7-13,'5-10,'7-11,'5-10,'4-7,54.90%,'7-13,'5-9,'7-11,'5-9,'4-7,57.14%,'0-0,'0-1,'0-0,'0-1,'0-0,0.00%,'2-3,'0-0,'1-2,'0-0,'1-2,57.14%,2,2,2,2,2,2.0,6,5,4,5,1,4.2,8,7,6,7,3,6.2,1,1,1,1,0,0.8,1,1,2,1,0,1.0,1,0,0,0,2,0.6,1,4,2,4,2,2.6,29:47.0,27:10.0,26.45,27:10.0,08:57.0,23:54.0,0.0,0.0,0.0,0,80,34.019999999999996,71.20151239322222,7.0,34.019999999999996,25.0
P. Yu,Center,3,0,0,0,17,4.0,'1-6,'0-5,'0-4,'0-5,'7-9,27.59%,'0-2,'0-2,'0-2,'0-2,'7-7,46.67%,'1-4,'0-3,'0-2,'0-3,'0-2,7.14%,'0-0,'0-0,'0-0,'0-0,'0-0,0.00%,0,0,2,0,0,0.4,2,1,2,1,1,1.4,2,1,4,1,1,1.8,0,0,0,0,1,0.2,0,0,0,0,0,0.0,0,0,1,0,0,0.2,0,0,1,0,1,0.4,23:28.0,13:23.0,17.083333333333332,13:23.0,17:30.0,16:57.0,0.0,0.0,0.0,0,89,19.833333333333332,41.401764458759274,25.0,19.833333333333332,110.0
J. Pasaol,Center,14,15,11,9,7,11.2,'5-8,'4-9,'4-12,'3-10,'3-7,41.30%,'4-6,'4-8,'4-9,'2-8,'2-3,47.06%,'1-2,'0-1,'0-3,'1-2,'1-2,30.00%,'3-4,'7-10,'1-1,'2-4,'0-1,65.00%,2,2,3,1,1,1.8,5,5,3,0,3,3.2,7,7,6,1,4,5.0,1,6,4,3,4,3.6,2,1,0,3,2,1.6,0,0,0,0,0,0.0,1,3,1,0,2,1.4,24:26.0,32:00.0,23.783333333333335,21:58.0,17:55.0,24:01.0,0.0,0.0,0.0,0,94,32.17333333333334,67.32250385100127,8.0,32.17333333333334,28.0
M. Konateh,Center,11,16,0,8,12,9.4,'5-11,'4-10,'0-9,'3-11,'4-13,29.63%,'5-11,'3-8,'0-4,'1-4,'2-6,33.33%,'0-0,'1-2,'0-5,'2-7,'2-7,23.81%,'1-3,'7-9,'0-0,'0-0,'2-2,71.43%,8,1,0,0,2,2.2,13,1,0,4,2,4.0,21,2,0,4,4,6.2,5,0,2,1,4,2.4,2,1,0,2,0,1.0,1,0,0,0,0,0.2,1,5,5,2,2,3.0,38:24.0,29:38.0,25.133333333333333,20:44.0,32:35.0,29:17.0,0.0,0.0,0.0,0,95,31.703333333333333,66.3352471642627,9.0,31.703333333333333,32.0
R. Montemayor,Center,13,7,0,2,0,4.4,'3-7,'2-4,'0-4,'1-6,'0-1,27.27%,'0-1,'1-1,'0-2,'1-2,'0-0,33.33%,'3-6,'1-3,'0-2,'0-4,'0-1,25.00%,'4-6,'2-2,'0-0,'0-0,'0-0,75.00%,1,1,2,1,1,1.2,2,3,2,1,1,1.8,3,4,4,2,2,3.0,1,1,1,0,1,0.8,0,0,2,0,0,0.4,1,0,0,0,0,0.2,0,0,2,0,1,0.6,20:13.0,22:57.0,17.783333333333335,15:23.0,11:00.0,17:28.0,0.0,0.0,0.0,0,99,21.693333333333335,45.30878028287354,22.0,21.693333333333335,92.0
M. Ona,Center,0,2,0,0,0,0.4,'0-0,'1-1,'0-0,'0-1,'0-0,50.00%,'0-0,'1-1,'0-0,'0-1,'0-0,50.00%,'0-0,'0-0,'0-0,'0-0,'0-0,0.00%,'0-0,'0-0,'0-0,'0-0,'0-0,0.00%,0,0,0,0,1,0.2,1,0,0,3,1,1.0,1,0,0,3,2,1.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,01:35.0,04:44.0,5.8,10:38.0,05:51.0,05:43.0,0.0,0.0,0.0,0,103,6.859999999999999,14.150679176585912,33.0,6.859999999999999,165.0
M. Solis,Center,0,0,0,5,4,1.8,'0-1,'0-2,'0-2,'2-6,'2-7,22.22%,'0-0,'0-1,'0-1,'1-1,'2-3,50.00%,'0-1,'0-1,'0-1,'1-5,'0-4,8.33%,'0-0,'0-0,'0-0,'0-2,'0-1,0.00%,0,1,0,0,1,0.4,1,0,0,1,0,0.4,1,1,0,1,1,0.8,0,1,0,3,2,1.2,0,0,1,2,1,0.8,0,0,0,0,0,0.0,2,1,1,1,1,1.2,04:34.0,05:54.0,4.483333333333333,16:43.0,12:50.0,08:54.0,0.0,0.0,0.0,0,106,5.203333333333333,10.67077440134435,35.0,5.203333333333333,172.0
G. Canuto,Center,2,2,9,1,9,4.6,'1-6,'1-2,'4-6,'0-2,'3-5,42.86%,'1-2,'1-2,'3-3,'0-0,'3-3,80.00%,'0-4,'0-0,'1-3,'0-2,'0-2,9.09%,'0-0,'0-0,'0-0,'1-2,'3-3,80.00%,0,0,0,0,0,0.0,0,1,2,2,2,1.4,0,1,2,2,2,1.4,3,4,4,5,6,4.4,1,3,2,0,1,1.4,0,1,0,0,0,0.2,2,1,4,4,2,2.6,17:11.0,15:53.0,21.65,19:58.0,21:46.0,19:17.0,0.0,0.0,0.0,0,108,23.819999999999997,49.77594174485366,20.0,23.819999999999997,76.0
J. Konateh,Center,4,3,6,7,3,4.6,'2-3,'1-2,'3-4,'2-3,'1-2,64.29%,'2-3,'1-2,'3-4,'2-3,'1-2,64.29%,'0-0,'0-0,'0-0,'0-0,'0-0,0.00%,'0-1,'1-2,'0-2,'3-6,'1-5,31.25%,1,2,2,2,4,2.2,3,4,3,2,2,2.8,4,6,5,4,6,5.0,0,0,3,1,3,1.4,0,0,0,1,2,0.6,0,0,0,1,0,0.2,2,0,2,1,1,1.2,12:42.0,12:04.0,17.3,11:34.0,15:44.0,13:52.0,0.0,0.0,0.0,0,117,22.430000000000003,46.856182607477955,21.0,22.430000000000003,83.0
C. Lopez,Center,0,0,0,0,0,0.0,'0-0,'0-0,'0-0,'0-1,'0-0,0.00%,'0-0,'0-0,'0-0,'0-1,'0-0,0.00%,'0-0,'0-0,'0-0,'0-0,'0-0,0.00%,'0-0,'0-0,'0-0,'0-0,'0-0,0.00%,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,00:42.0,00:37.0,1.2,02:08.0,00:00.0,00:55.0,0.0,0.0,0.0,0,129,1.2,2.26158801288335,41.0,1.2,209.0
A. Alaba,Center,2,7,0,0,7,3.2,'1-2,'3-8,'0-2,'0-1,'2-5,33.33%,'1-2,'2-5,'0-2,'0-0,'1-2,36.36%,'0-0,'1-3,'0-0,'0-1,'1-3,28.57%,'0-1,'0-0,'0-0,'0-0,'2-3,50.00%,1,1,0,0,4,1.2,1,3,1,3,1,1.8,2,4,1,3,5,3.0,1,2,1,0,0,0.8,0,2,0,0,4,1.2,0,0,0,0,0,0.0,2,1,1,2,1,1.4,11:48.0,19:27.0,8.95,10:41.0,12:17.0,12:38.0,0.0,0.0,0.0,0,141,11.679999999999998,24.275311581011056,31.0,11.679999999999998,143.0
B. Alaba,Center,3,0,0,5,0,1.6,'1-6,'0-2,'0-1,'2-3,'0-0,25.00%,'0-1,'0-0,'0-0,'1-1,'0-0,50.00%,'1-5,'0-2,'0-1,'1-2,'0-0,20.00%,'0-0,'0-0,'0-0,'0-2,'0-0,0.00%,0,0,0,0,0,0.0,2,0,0,0,0,0.4,2,0,0,0,0,0.4,1,0,0,1,0,0.4,1,1,0,0,0,0.4,0,0,0,0,0,0.0,0,0,0,1,0,0.2,12:59.0,03:19.0,0.4666666666666667,09:10.0,04:42.0,06:07.0,0.0,0.0,0.0,0,142,1.446666666666667,2.779722727909258,40.0,1.446666666666667,207.0
J. Calago,Center,14,8,14,9,23,13.6,'3-15,'3-7,'3-8,'3-14,'7-20,29.69%,'2-9,'3-5,'0-1,'2-5,'3-11,32.26%,'1-6,'0-2,'3-7,'1-9,'4-9,27.27%,'7-10,'2-2,'5-9,'2-2,'5-8,67.74%,1,3,1,0,1,1.2,5,4,3,4,5,4.2,6,7,4,4,6,5.4,2,6,4,7,5,4.8,3,1,0,1,2,1.4,0,1,1,0,0,0.4,9,3,10,4,10,7.2,38:01.0,23:08.0,26.85,31:48.0,34:49.0,30:55.0,0.0,0.0,0.0,0,151,31.280000000000005,65.44601596415069,10.0,31.280000000000005,36.0
K. Cancio,Center,0,0,2,2,3,1.4,'0-0,'0-1,'1-1,'0-0,'0-0,50.00%,'0-0,'0-1,'1-1,'0-0,'0-0,50.00%,'0-0,'0-0,'0-0,'0-0,'0-0,0.00%,'0-0,'0-2,'0-0,'2-2,'3-4,62.50%,0,0,0,0,1,0.2,0,0,1,1,3,1.0,0,0,1,1,4,1.2,0,0,1,1,3,1.0,1,1,0,1,0,0.6,3,0,1,0,0,0.8,2,0,3,1,1,1.4,11:20.0,04:52.0,11.533333333333333,12:59.0,10:09.0,10:10.0,0.0,0.0,0.0,0,153,12.633333333333333,26.27783223638146,30.0,12.633333333333333,139.0
A. Eufemiano,Center,0,2,0,7,0,1.8,'0-2,'1-3,'0-2,'3-9,'0-2,22.22%,'0-1,'1-2,'0-1,'2-6,'0-1,27.27%,'0-1,'0-1,'0-1,'1-3,'0-1,14.29%,'0-0,'0-2,'0-0,'0-0,'0-0,0.00%,0,1,0,1,1,0.6,0,0,1,2,1,0.8,0,1,1,3,2,1.4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,1,0,0.2,0,2,0,1,1,0.8,00:55.0,11:45.0,4.0,12:42.0,06:07.0,07:05.0,0.0,0.0,0.0,0,158,5.11,10.474723428091304,36.0,5.11,173.0
S. Villacruz,Center,2,6,12,0,3,4.6,'1-3,'2-2,'3-8,'0-2,'0-2,35.29%,'1-3,'2-2,'3-8,'0-2,'0-2,35.29%,'0-0,'0-0,'0-0,'0-0,'0-0,0.00%,'0-2,'2-3,'6-10,'0-0,'3-8,47.83%,0,2,0,0,2,0.8,3,2,1,1,3,2.0,3,4,1,1,5,2.8,2,1,4,2,4,2.6,1,1,1,0,0,0.6,0,1,0,0,0,0.2,5,3,4,3,3,3.6,33:35.0,25:03.0,29.333333333333332,16:12.0,25:39.0,25:57.0,0.0,0.0,0.0,0,159,30.773333333333333,64.38173925220558,11.0,30.773333333333333,39.0
P. Cruza,Center,0,0,0,0,7,1.4,'0-0,'0-2,'0-0,'0-0,'1-4,16.67%,'0-0,'0-0,'0-0,'0-0,'0-0,0.00%,'0-0,'0-2,'0-0,'0-0,'1-4,16.67%,'0-0,'0-0,'0-0,'0-0,'4-6,66.67%,0,0,0,0,0,0.0,2,1,0,0,3,1.2,2,1,0,0,3,1.2,0,1,0,1,1,0.6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,2,1,2,2,1.6,04:57.0,03:40.0,0.08333333333333333,01:59.0,11:38.0,04:27.0,0.0,0.0,0.0,0,162,0.12333333333333307,0.0,42.0,0.12333333333333307,214.0
A. Mendoza,Center,5,0,0,5,2,2.4,'2-5,'0-5,'0-1,'2-8,'1-2,23.81%,'2-4,'0-3,'0-0,'2-6,'1-2,33.33%,'0-1,'0-2,'0-1,'0-2,'0-0,0.00%,'1-2,'0-0,'0-0,'1-2,'0-0,50.00%,2,2,0,0,0,0.8,2,1,0,1,0,0.8,4,3,0,1,0,1.6,0,1,2,1,3,1.4,3,1,1,2,2,1.8,0,0,0,0,0,0.0,2,0,7,1,1,2.2,23:40.0,16:49.0,17.216666666666665,21:37.0,12:25.0,18:20.0,0.0,0.0,0.0,0,166,18.136666666666667,37.83783783783784,26.0,18.136666666666667,116.0
S. Tapawan,Center,4,10,3,4,0,4.2,'0-5,'4-6,'1-2,'2-4,'0-3,35.00%,'0-5,'4-5,'1-2,'2-3,'0-2,41.18%,'0-0,'0-1,'0-0,'0-1,'0-1,0.00%,'4-6,'2-5,'1-2,'0-0,'0-0,53.85%,5,1,1,6,1,2.8,8,3,3,2,1,3.4,13,4,4,8,2,6.2,3,2,5,2,2,2.8,2,0,0,3,0,1.0,0,1,1,0,0,0.4,0,1,3,0,4,1.6,19:50.0,21:29.0,21.6,15:56.0,17:20.0,19:14.0,0.0,0.0,0.0,0,168,27.75,58.03108808290155,15.0,27.75,55.0
M. Vacalares,Center,9,7,6,6,0,5.6,'4-9,'3-10,'3-7,'2-10,'0-1,32.43%,'3-6,'2-5,'3-3,'0-6,'0-1,38.10%,'1-3,'1-5,'0-4,'2-4,'0-0,25.00%,'0-0,'0-0,'0-0,'0-0,'0-0,0.00%,1,3,1,1,1,1.4,2,4,3,2,0,2.2,3,7,4,3,1,3.6,2,0,0,1,0,0.6,2,2,0,1,0,1.0,0,1,0,0,0,0.2,2,3,6,4,1,3.2,28:19.0,26:26.0,24.566666666666666,28:23.0,04:01.0,22:20.0,0.0,0.0,0.0,0,181,26.926666666666666,56.30163842599075,16.0,26.926666666666666,59.0
A. Ronquillo,Center,10,6,2,0,6,4.8,'4-14,'2-7,'1-7,'0-1,'2-7,25.00%,'3-6,'0-2,'1-5,'0-1,'2-3,35.29%,'1-8,'2-5,'0-2,'0-0,'0-4,15.79%,'1-1,'0-0,'0-0,'0-0,'2-2,100.00%,4,0,1,0,2,1.4,3,0,2,0,2,1.4,7,0,3,0,4,2.8,1,1,2,0,1,1.0,1,1,0,0,0,0.4,1,1,0,0,0,0.4,6,3,6,3,3,4.2,38:19.0,33:08.0,28.733333333333334,08:20.0,29:23.0,27:34.0,0.0,0.0,0.0,0,189,29.253333333333334,61.18890911637026,13.0,29.253333333333334,49.0
L. Dela Paz,Center,2,6,0,3,0,2.2,'1-4,'2-4,'0-0,'1-2,'0-1,36.36%,'1-3,'0-2,'0-0,'0-1,'0-0,16.67%,'0-1,'2-2,'0-0,'1-1,'0-1,60.00%,'0-0,'0-0,'0-0,'0-0,'0-0,0.00%,2,0,0,1,0,0.6,0,2,1,5,0,1.6,2,2,1,6,0,2.2,3,0,0,0,2,1.0,1,0,0,1,1,0.6,0,0,0,0,0,0.0,2,1,0,3,0,1.2,16:03.0,09:42.0,3.1666666666666665,12:44.0,16:58.0,11:43.0,0.0,0.0,0.0,0,192,4.976666666666666,10.194650609158378,37.0,4.976666666666666,176.0
L. Sario,Center,9,8,7,4,7,7.0,'4-18,'3-9,'3-9,'1-6,'2-10,25.00%,'3-9,'2-5,'2-8,'1-2,'1-7,29.03%,'1-9,'1-4,'1-1,'0-4,'1-3,19.05%,'0-1,'1-2,'0-0,'2-2,'2-2,71.43%,4,0,1,2,4,2.2,5,4,3,3,7,4.4,9,4,4,5,11,6.6,1,5,0,5,2,2.6,1,2,1,2,2,1.6,1,0,0,0,0,0.2,7,3,3,4,3,4.0,33:38.0,24:06.0,22.733333333333334,20:55.0,27:01.0,25:40.0,0.0,0.0,0.0,0,199,27.883333333333333,58.31116090183447,14.0,27.883333333333333,54.0
E. Lopez,Center,2,0,9,7,0,3.6,'1-8,'0-5,'4-11,'3-6,'0-6,22.22%,'1-2,'0-2,'3-4,'2-2,'0-3,46.15%,'0-6,'0-3,'1-7,'1-4,'0-3,8.70%,'0-0,'0-0,'0-0,'0-0,'0-0,0.00%,0,0,2,0,0,0.4,4,1,3,2,3,2.6,4,1,5,2,3,3.0,4,1,0,1,2,1.6,3,0,0,0,2,1.0,0,0,0,0,0,0.0,2,0,2,4,3,2.2,27:20.0,11:33.0,31.983333333333334,17:37.0,25:09.0,22:43.0,0.0,0.0,0.0,0,206,34.25333333333333,71.69163982635483,6.0,34.25333333333333,24.0
