Name,Position,Unnamed: 2,Unnamed: 3,Points,Unnamed: 5,Unnamed: 6,PPG,Unnamed: 8,Unnamed: 9,'FG,Unnamed: 11,Unnamed: 12,FG%,Unnamed: 14,Unnamed: 15,'2pt,Unnamed: 17,Unnamed: 18,2p%,Unnamed: 20,Unnamed: 21,'3pt,Unnamed: 23,Unnamed: 24,3p%,Unnamed: 26,Unnamed: 27,'FT,Unnamed: 29,Unnamed: 30,FT%,Unnamed: 32,Unnamed: 33,OFF,Unnamed: 35,Unnamed: 36,OFFPG,Unnamed: 38,Unnamed: 39,DEF,Unnamed: 41,Unnamed: 42,DEFPG,Unnamed: 44,Unnamed: 45,REB,Unnamed: 47,Unnamed: 48,RPG,Unnamed: 50,Unnamed: 51,AST,Unnamed: 53,Unnamed: 54,APG,Unnamed: 56,Unnamed: 57,STL,Unnamed: 59,Unnamed: 60,SPG,Unnamed: 62,Unnamed: 63,BLK,Unnamed: 65,Unnamed: 66,BPG,Unnamed: 68,Unnamed: 69,TO,Unnamed: 71,Unnamed: 72,TOPG,Unnamed: 74,Unnamed: 75,MIN,Unnamed: 77,Unnamed: 78,Ave Mins,Unnamed: 80,Unnamed: 81,Unnamed: 82,Point Guard,Player_Number,Composite_Score,Rating,Rank,Overall_Composite_Score,Overall_Rank
M. Pasilang,Shooting Guard,7,6,5,5,18,8.2,'3-6,'2-5,'2-7,'2-8,'7-13,41.03%,'3-4,'2-4,'2-6,'1-5,'5-7,50.00%,'0-2,'0-1,'0-1,'1-3,'2-6,23.08%,'1-2,'2-2,'1-3,'0-0,'2-2,66.67%,2,0,3,2,1,1.6,4,2,3,4,4,3.4,6,2,6,6,5,5.0,0,0,1,0,1,0.4,0,1,0,0,0,0.2,0,0,0,0,0,0.0,1,1,0,5,0,1.4,21:07.0,20:50.0,26.666666666666668,20:59.0,27:59.0,23:31.0,0.0,0.0,0.0,0,215,30.696666666666673,67.7090363704537,7.0,30.696666666666673,40.0
H. Agunanne,Point Guard,5,2,2,4,8,4.2,'2-2,'1-2,'1-3,'2-4,'4-8,52.63%,'2-2,'1-2,'1-3,'2-4,'1-1,58.33%,'0-0,'0-0,'0-1,'0-0,'0-0,0.00%,'1-4,'0-0,'0-0,'0-0,'0-3,14.29%,0,2,0,0,10,2.4,5,4,4,5,5,4.6,5,6,4,5,15,7.0,0,1,0,0,0,0.2,1,0,0,1,1,0.6,1,0,1,2,0,0.8,3,1,1,0,2,1.4,21:24.0,09:39.0,11.566666666666666,16:26.0,21:25.0,16:05.0,0.0,0.0,0.0,0,4,12.616666666666667,32.00304388264142,24.0,12.616666666666667,140.0
K. Quiambao,Point Guard,13,22,19,14,6,14.8,'4-11,'7-14,'5-15,'3-7,'3-17,34.38%,'3-5,'3-7,'3-5,'2-2,'4-8,55.56%,'1-6,'4-7,'2-10,'1-5,'0-9,21.62%,'4-5,'4-6,'7-7,'7-10,'0-0,78.57%,1,1,6,0,2,2.0,3,8,5,3,5,4.8,4,9,11,3,7,6.8,0,2,1,2,5,2.0,0,1,0,3,1,1.0,0,0,1,2,0,0.6,3,4,6,2,0,3.0,30:04.0,32:18.0,35.5,26:18.0,31:11.0,31:04.0,0.0,0.0,0.0,0,6,38.9,98.67252895916124,2.0,38.9,14.0
R. Gonzales,Point Guard,0,8,0,4,9,4.2,'0-2,'4-5,'0-0,'2-6,'4-5,55.56%,'0-2,'4-5,'0-0,'2-5,'4-5,58.82%,'0-0,'0-0,'0-0,'0-1,'0-0,0.00%,'0-0,'0-0,'0-2,'0-0,'1-2,25.00%,2,0,0,3,4,1.8,1,2,0,6,5,2.8,3,2,0,9,9,4.6,0,0,0,0,0,0.0,0,0,0,2,0,0.4,0,2,0,1,0,0.6,0,0,0,2,2,0.8,07:28.0,10:25.0,3.4333333333333336,12:30.0,15:01.0,09:46.0,0.0,0.0,0.0,0,12,4.663333333333333,11.828866153716074,32.0,4.663333333333333,178.0
E. Alian,Point Guard,0,0,0,0,0,0.0,'0-0,'0-0,'0-0,'0-0,'0-0,0.00%,'0-0,'0-0,'0-0,'0-0,'0-0,0.00%,'0-0,'0-0,'0-0,'0-0,'0-0,0.00%,'0-0,'0-0,'0-0,'0-0,'0-0,0.00%,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,00:00.0,00:00.0,0.0,01:34.0,02:51.0,00:53.0,0.0,0.0,0.0,0,14,0.0,0.0,38.0,0.0,215.0
G. Stevens,Point Guard,4,2,0,2,0,1.6,'2-2,'1-0,'0-0,'0-0,'0-1,100.00%,'2-2,'1-1,'0-0,'0-0,'0-1,75.00%,'0-0,'0-0,'0-0,'0-0,'0-0,0,'0-0,'0-0,'0-0,'2-4,'0-0,50.00%,0,0,0,1,0,0.2,0,0,1,1,0,0.4,0,1,1,2,0,0.8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2,0,0,0,0.4,09:45.0,04:11.0,3.4,05:16.0,05:38.0,05:38.0,0.0,0.0,0.0,0,21,3.39,8.598968461993744,34.0,3.39,187.0
J. Bayla,Point Guard,0,0,5,0,0,1.0,'0-0,'0-2,'1-3,'0-1,'0-1,14.29%,'0-0,'0-1,'1-2,'0-0,'0-0,33.33%,'0-0,'0-0,'0-1,'0-1,'0-1,0.00%,'0-0,'0-0,'3-6,'0-0,'0-0,50.00%,0,0,2,0,0,0.4,1,0,0,0,0,0.2,1,0,2,0,0,0.6,0,0,1,0,0,0.2,0,0,3,0,0,0.6,0,0,0,0,0,0.0,0,0,0,1,1,0.4,03:34.0,05:59.0,20.233333333333334,12:22.0,12:22.0,10:54.0,0.0,0.0,0.0,0,25,20.543333333333333,52.1095797750909,17.0,20.543333333333333,103.0
E. Ramos,Point Guard,4,3,3,2,0,2.4,'2-4,'1-7,'1-7,'1-2,'0-0,25.00%,'2-4,'1-5,'1-5,'1-2,'0-0,31.25%,'0-0,'0-2,'0-2,'0-0,'0-0,0.00%,'0-0,'1-2,'1-2,'0-0,'0-0,50.00%,0,2,0,0,0,0.4,0,0,0,1,0,0.2,0,2,0,1,0,0.6,0,2,2,1,0,1.0,1,0,0,0,0,0.2,0,0,0,0,0,0.0,0,2,0,0,1,0.6,09:00.0,10:43.0,10.716666666666667,08:16.0,11:25.0,10:01.0,0.0,0.0,0.0,0,31,11.546666666666667,29.288915194047522,26.0,11.546666666666667,144.0
F. Dignadice,Point Guard,0,2,2,0,5,1.8,'0-2,'0-2,'0-2,'0-3,'2-3,16.67%,'0-0,'0-2,'0-2,'0-3,'1-1,12.50%,'0-0,'0-0,'0-0,'0-0,'1-2,50.00%,'2-4,'2-4,'2-4,'0-0,'1-2,50.00%,0,3,3,0,0,1.2,0,0,0,1,1,0.4,3,3,3,1,1,2.2,0,0,0,2,0,0.4,1,0,0,1,0,0.4,0,0,0,0,0,0.0,0,2,0,0,0,0.4,00:46.0,10:41.0,10.683333333333334,10:54.0,04:00.0,07:24.0,0.0,0.0,0.0,0,33,11.483333333333334,29.128265832417355,27.0,11.483333333333334,145.0
A. Ignacio,Point Guard,0,0,0,0,0,0.0,'0-0,'0-1,'0-1,'0-1,'0-0,0.00%,'0-0,'0-1,'0-1,'0-0,'0-0,0.00%,'0-0,'0-1,'0-0,'0-1,'0-0,0.00%,'0-0,'0-0,'0-0,'0-0,'0-0,0.00%,0,0,0,0,0,0.0,0,1,1,0,0,0.4,0,1,1,0,0,0.4,0,1,1,0,0,0.4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,0,0,0.2,00:46.0,02:10.0,2.1666666666666665,06:24.0,04:00.0,03:06.0,0.0,0.0,0.0,0,36,2.246666666666666,5.698824723091231,36.0,2.246666666666666,200.0
M. Montebon,Point Guard,0,1,13,13,6,6.6,'0-3,'0-5,'6-10,'6-10,'2-2,46.67%,'0-2,'0-2,'6-9,'6-9,'2-2,58.33%,'0-1,'0-3,'0-1,'0-1,'0-0,0.00%,'0-0,'1-1,'0-1,'0-1,'2-3,50.00%,0,0,0,0,0,0.0,3,2,3,3,3,2.8,3,2,3,3,3,2.8,7,3,5,5,5,5.0,2,0,0,0,0,0.4,1,0,0,0,0,0.2,2,2,2,2,2,2.0,21:43.0,28:32.0,24.3,24:18.0,24:18.0,24:37.0,0.0,0.0,0.0,0,42,28.02,71.07465967701023,8.0,28.02,52.0
C. Manaytay,Point Guard,10,6,10,8,7,8.2,'4-12,'3-6,'3-9,'4-10,'1-5,35.71%,'2-6,'3-4,'2-7,'4-9,'1-3,41.38%,'2-6,'0-2,'1-2,'0-1,'0-2,23.08%,'0-2,'0-1,'3-4,'0-0,'5-6,61.54%,1,1,3,4,3,2.4,7,2,4,2,4,3.8,8,3,7,6,7,6.2,2,2,1,0,1,1.2,1,0,0,1,0,0.4,0,0,0,0,1,0.2,1,2,4,4,2,2.6,27:06.0,27:06.0,23.933333333333334,23:56.0,25:22.0,25:29.0,0.0,0.0,0.0,0,51,24.703333333333333,62.6617062653251,12.0,24.703333333333333,70.0
G. Danting,Point Guard,0,0,5,3,0,1.6,'0-1,'0-1,'1-1,'1-1,'0-0,50.00%,'0-0,'0-0,'1-1,'0-0,'0-0,100.00%,'0-1,'0-0,'0-0,'0-1,'0-0,0.00%,'0-0,'0-0,'2-3,'1-1,'0-0,75.00%,0,0,0,0,0,0.0,3,1,1,0,0,1.0,3,1,1,0,0,1.0,0,3,0,0,0,0.6,0,0,2,0,0,0.4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,03:51.0,04:38.0,18.0,07:23.0,00:00.0,06:46.0,0.0,0.0,0.0,0,54,19.35,49.08260759279615,20.0,19.35,113.0
K. Porter,Point Guard,7,2,8,4,8,5.8,'1-7,'1-3,'3-8,'2-8,'2-7,27.27%,'0-1,'1-3,'1-2,'2-5,'1-4,33.33%,'1-6,'0-0,'2-6,'0-3,'1-3,22.22%,'4-4,'0-0,'0-0,'0-2,'3-6,58.33%,3,2,1,2,0,1.6,6,2,1,8,4,4.2,9,4,2,10,7,6.4,1,0,2,0,0,0.6,1,0,0,1,1,0.6,0,0,1,0,0,0.2,2,1,0,1,0,0.8,27:28.0,10:46.0,19.766666666666666,20:20.0,27:09.0,21:05.0,0.0,0.0,0.0,0,57,22.156666666666666,56.201910881880444,15.0,22.156666666666666,91.0
J. Lazaro,Point Guard,3,11,4,2,6,5.2,'1-4,'5-7,'1-10,'1-5,'2-9,28.57%,'0-2,'5-7,'1-7,'1-3,'1-4,34.78%,'1-2,'0-0,'0-3,'0-2,'1-2,22.22%,'0-2,'1-2,'2-4,'0-0,'1-2,40.00%,2,6,4,2,0,2.8,2,6,2,2,0,2.4,4,12,6,4,1,5.4,0,3,1,0,1,1.0,1,1,2,0,0,0.8,0,0,0,0,0,0.0,0,0,1,1,0,0.4,22:21.0,22:19.0,18.533333333333335,14:30.0,18:38.0,19:16.0,0.0,0.0,0.0,0,58,21.573333333333334,54.72224570897101,16.0,21.573333333333334,94.0
W. Espina,Point Guard,0,0,0,3,0,0.6,'0-1,'0-1,'0-0,'1-3,'0-0,20.00%,'0-1,'0-0,'0-0,'0-0,'0-0,0.00%,'0-0,'0-1,'0-0,'1-3,'0-0,25.00%,'0-0,'0-0,'0-0,'0-0,'0-0,0.00%,0,0,0,0,0,0.0,0,0,1,0,0,0.2,0,0,1,0,0,0.2,1,0,0,0,0,0.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,0,0,0.2,02:30.0,00:41.0,4.916666666666667,07:32.0,02:50.0,03:41.0,0.0,0.0,0.0,0,65,4.986666666666667,12.64902342098588,31.0,4.986666666666667,175.0
J. Abate,Point Guard,10,8,11,0,8,7.4,'4-7,'3-4,'4-8,'0-2,'3-11,43.75%,'2-5,'2-2,'3-6,'0-1,'1-4,44.44%,'2-2,'1-2,'1-2,'0-1,'2-7,42.86%,'0-0,'1-2,'2-2,'0-0,'0-0,75.00%,2,1,1,0,0,0.8,4,1,3,1,5,2.8,6,1,4,1,5,3.4,1,3,1,2,2,1.8,1,1,1,2,0,1.0,0,0,1,1,0,0.4,1,1,0,2,0,0.8,28:44.0,19:48.0,16.283333333333335,16:46.0,31:32.0,22:37.0,0.0,0.0,0.0,0,72,20.023333333333337,50.79056396381163,19.0,20.023333333333337,108.0
E. Galang,Point Guard,0,3,8,0,0,2.2,'0-7,'1-6,'1-8,'0-5,'0-4,6.67%,'0-3,'0-1,'0-3,'0-0,'0-2,0.00%,'0-4,'1-5,'1-5,'0-5,'0-2,9.52%,'0-0,'0-2,'5-7,'0-0,'0-0,55.56%,0,0,1,1,0,0.4,2,2,6,1,2,2.6,2,2,7,2,2,3.0,0,0,0,2,0,0.4,0,0,1,2,1,0.8,1,0,0,1,0,0.4,0,0,1,2,1,0.8,18:59.0,24:30.0,27.133333333333333,16:41.0,16:03.0,20:40.0,0.0,0.0,0.0,0,76,28.003333333333334,71.03238352921282,9.0,28.003333333333334,53.0
J. Figueroa,Point Guard,14,8,13,9,11,11.0,'6-10,'3-9,'5-15,'3-9,'5-10,41.51%,'5-7,'2-6,'2-8,'2-6,'5-8,45.71%,'1-3,'1-3,'3-7,'1-3,'0-2,33.33%,'1-1,'1-2,'0-0,'1-2,'1-2,57.14%,0,0,3,0,2,1.0,3,3,6,3,4,3.8,3,3,11,3,6,5.2,2,4,5,4,5,4.0,1,2,2,2,2,1.8,0,0,0,0,0,0.0,1,1,1,1,2,1.2,25:07.0,35:10.0,29.533333333333335,35:10.0,30:09.0,31:01.0,0.0,0.0,0.0,0,81,36.07333333333334,91.50249429272006,4.0,36.07333333333334,18.0
E. Dela Cruz,Point Guard,2,0,8,0,5,3.0,'1-1,'0-0,'4-8,'0-0,'1-4,46.15%,'1-1,'0-0,'4-8,'0-0,'1-4,46.15%,'0-0,'0-0,'0-0,'0-0,'0-0,0.00%,'0-0,'0-0,'0-0,'0-0,'3-3,100.00%,1,0,0,0,0,0.2,2,0,1,0,3,1.2,3,0,1,0,3,1.4,0,0,1,0,1,0.4,0,0,0,0,1,0.2,1,0,0,0,0,0.2,2,0,0,0,1,0.6,08:37.0,01:44.0,11.583333333333334,01:44.0,18:16.0,08:23.0,0.0,0.0,0.0,0,83,12.313333333333334,31.233617992728508,25.0,12.313333333333334,141.0
I. Manansala,Point Guard,6,3,16,11,4,8.0,'3-6,'1-5,'6-9,'1-5,'1-3,42.86%,'3-6,'1-2,'2-4,'1-2,'1-3,47.06%,'0-1,'0-3,'4-5,'0-3,'0-0,33.33%,'0-2,'1-2,'2-4,'1-2,'2-2,50.00%,3,5,2,5,0,3.0,0,5,5,5,6,4.2,3,10,7,10,6,7.2,0,1,2,1,2,1.2,0,1,0,1,0,0.4,0,1,0,1,2,0.8,0,2,2,2,2,1.6,17:43.0,19:22.0,23.5,19:22.0,21:02.0,20:11.0,0.0,0.0,0.0,0,86,26.1,66.20444745074829,11.0,26.1,63.0
B. Parks,Point Guard,0,0,0,3,3,1.2,'0-0,'0-0,'0-1,'0-0,'1-3,25.00%,'0-0,'0-0,'0-0,'0-0,'1-1,100.00%,'0-0,'0-0,'0-1,'0-0,'0-2,0.00%,'0-0,'0-0,'0-0,'0-0,'1-2,50.00%,0,0,0,0,1,0.2,0,0,0,0,2,0.4,0,0,0,0,3,0.6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,0,2,0.6,03:39.0,02:19.0,4.033333333333333,02:19.0,14:22.0,05:20.0,0.0,0.0,0.0,0,93,3.5833333333333335,9.089371776443732,33.0,3.5833333333333335,184.0
J. Daa,Point Guard,4,3,2,2,3,2.8,'1-4,'1-1,'1-6,'1-4,'1-3,27.78%,'1-1,'1-1,'1-4,'1-1,'1-3,50.00%,'0-3,'0-0,'0-2,'0-3,'0-0,0.00%,'2-2,'1-1,'0-0,'0-0,'0-0,100.00%,2,0,0,0,2,0.8,1,3,1,0,2,1.4,3,3,1,1,1,1.8,1,0,0,1,2,0.8,0,0,1,1,2,0.8,0,0,0,0,0,0.0,0,1,0,1,1,0.6,17:23.0,15:10.0,17.65,14:31.0,15:35.0,16:03.0,0.0,0.0,0.0,0,98,19.0,48.19480848905048,21.0,19.0,114.0
A. Surada,Point Guard,14,10,8,7,9,9.6,'5-8,'3-10,'3-6,'2-3,'4-6,51.52%,'4-6,'2-7,'3-6,'2-2,'4-6,55.56%,'1-2,'1-3,'0-0,'0-1,'0-0,33.33%,'3-4,'3-9,'2-2,'3-4,'1-2,57.14%,2,3,1,3,0,1.8,6,4,3,4,5,4.4,8,7,4,7,5,6.2,3,2,2,4,3,2.8,4,0,0,3,0,1.4,1,2,0,1,1,1.0,0,3,3,1,2,1.8,25:36.0,25:18.0,17.833333333333332,19:13.0,22:09.0,22:01.0,0.0,0.0,0.0,0,104,22.423333333333332,56.87832924663905,14.0,22.423333333333332,84.0
N. Pring,Point Guard,7,0,0,9,0,3.2,'3-5,'0-2,'0-3,'3-5,'0-1,37.50%,'2-3,'0-1,'0-1,'0-0,'0-1,33.33%,'1-2,'0-1,'0-2,'3-5,'0-0,40.00%,'0-0,'0-0,'0-0,'0-0,'0-0,0.00%,0,1,0,0,0,0.2,2,0,0,1,1,0.8,2,1,0,1,1,1.0,1,1,2,1,1,1.2,0,0,1,0,0,0.2,0,0,0,0,0,0.0,1,0,1,0,0,0.4,12:16.0,08:06.0,16.35,08:33.0,06:02.0,10:15.0,0.0,0.0,0.0,0,107,17.94,45.50604548913503,22.0,17.94,120.0
R. Amatong,Point Guard,0,4,0,0,0,0.8,'0-0,'1-3,'0-1,'0-1,'0-0,20.00%,'0-0,'1-2,'0-0,'0-0,'0-0,50.00%,'0-0,'0-1,'0-1,'0-1,'0-0,0.00%,'0-0,'2-2,'0-0,'0-0,'0-0,100.00%,0,0,0,0,0,0.0,0,0,0,2,0,0.4,0,0,0,2,0,0.4,1,0,0,0,0,0.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,1,0,0.4,02:38.0,06:01.0,2.55,03:54.0,00:51.0,03:11.0,0.0,0.0,0.0,0,125,2.4099999999999997,6.113130971505876,35.0,2.4099999999999997,198.0
A. Bron,Point Guard,0,2,6,0,0,1.6,'0-4,'1-6,'1-5,'0-2,'0-2,10.53%,'0-3,'1-4,'0-3,'0-1,'0-2,7.69%,'0-1,'0-2,'1-2,'0-1,'0-0,16.67%,'0-0,'0-0,'3-4,'0-0,'0-0,75.00%,1,2,3,3,1,2.0,0,2,1,0,0,0.6,1,4,4,3,1,2.6,1,3,1,2,0,1.4,0,4,0,0,1,1.0,0,0,0,0,0,0.0,1,0,1,4,1,1.4,14:29.0,20:51.0,20.05,11:41.0,13:02.0,16:01.0,0.0,0.0,0.0,0,126,20.54,52.101124545531405,18.0,20.54,105.0
B. Bajo,Point Guard,0,2,4,0,0,1.2,'0-2,'1-2,'2-5,'0-1,'0-1,27.27%,'0-1,'1-1,'2-4,'0-1,'0-1,37.50%,'0-1,'0-1,'0-1,'0-0,'0-0,0.00%,'0-0,'0-0,'0-0,'0-0,'0-0,0.00%,0,0,1,2,1,0.8,1,0,3,0,1,1.0,1,0,4,2,2,1.8,1,1,0,0,0,0.4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,0.4,06:03.0,06:26.0,9.833333333333334,03:40.0,09:41.0,07:08.0,0.0,0.0,0.0,0,135,10.183333333333334,25.83072630421916,29.0,10.183333333333334,149.0
K. Limbago,Point Guard,4,3,2,5,7,4.2,'2-3,'1-13,'1-4,'2-4,'1-6,23.33%,'2-2,'0-5,'1-3,'1-2,'0-3,26.67%,'0-1,'1-8,'0-1,'1-2,'1-3,20.00%,'0-0,'0-0,'0-0,'0-0,'4-6,66.67%,2,6,4,3,4,3.8,2,3,2,3,2,2.4,4,9,6,6,6,6.2,2,2,2,4,3,2.6,3,4,1,0,1,1.8,0,0,0,0,0,0.0,6,0,2,7,1,3.2,20:29.0,30:51.0,16.5,22:05.0,24:14.0,22:49.0,0.0,0.0,0.0,0,146,17.05,43.248499196753194,23.0,17.05,122.0
C. Apag,Point Guard,2,5,6,6,17,7.2,'1-10,'2-9,'2-11,'2-11,'6-12,24.53%,'1-7,'2-4,'2-5,'0-4,'4-8,32.14%,'0-3,'0-5,'0-6,'2-7,'2-4,16.00%,'0-0,'1-3,'2-3,'0-0,'3-5,54.55%,0,1,1,2,2,1.2,4,2,5,4,6,4.2,4,3,6,6,8,5.4,5,1,0,4,6,3.2,2,4,0,5,3,2.8,0,0,0,0,0,0.0,3,3,2,4,3,3.0,23:14.0,25:48.0,25.0,27:42.0,24:32.0,25:15.0,0.0,0.0,0.0,0,148,27.71,70.28832332797836,10.0,27.71,56.0
N. Aquirre,Point Guard,2,0,11,2,2,3.4,'1-2,'0-2,'4-8,'1-2,'1-1,46.67%,'1-1,'0-2,'3-5,'1-1,'1-1,60.00%,'0-1,'0-0,'1-3,'0-1,'0-0,20.00%,'0-0,'0-0,'2-2,'0-0,'0-0,100.00%,0,0,1,0,0,0.2,0,0,1,0,0,0.2,0,0,2,0,0,0.4,0,0,1,1,0,0.4,0,0,2,0,0,0.4,0,0,0,0,0,0.0,2,0,2,0,1,1.0,10:00.0,06:47.0,23.816666666666666,06:49.0,03:39.0,10:12.0,0.0,0.0,0.0,0,152,23.956666666666667,60.76773484400102,13.0,23.956666666666667,75.0
G. Batongbakal,Point Guard,1,2,2,1,8,2.8,'0-3,'1-5,'1-2,'0-6,'3-5,23.81%,'0-1,'1-2,'1-2,'0-2,'1-1,37.50%,'0-2,'0-3,'0-0,'0-4,'2-4,15.38%,'1-2,'0-0,'0-0,'1-2,'0-0,50.00%,1,1,0,1,0,0.6,2,0,1,3,6,2.4,3,1,1,4,6,3.0,0,0,2,3,1,1.2,0,0,1,0,0,0.2,0,0,0,0,0,0.0,1,3,4,4,6,3.6,13:07.0,09:22.0,13.866666666666667,18:08.0,15:19.0,13:57.0,0.0,0.0,0.0,0,154,10.836666666666668,27.48795129787774,28.0,10.836666666666668,148.0
K. Oani,Point Guard,5,3,4,14,9,7.0,'2-12,'1-10,'1-8,'4-15,'2-10,18.18%,'1-4,'0-1,'0-1,'0-0,'0-0,16.67%,'1-8,'1-9,'1-7,'4-15,'2-10,18.37%,'0-0,'0-0,'1-1,'2-4,'3-4,66.67%,1,0,0,1,0,0.4,2,1,4,3,2,2.4,3,1,4,4,2,2.8,4,1,2,1,6,2.8,2,0,2,1,2,1.4,0,0,0,0,0,0.0,3,2,2,1,2,2.0,37:52.0,32:44.0,34.7,32:36.0,38:03.0,35:11.0,0.0,0.0,0.0,0,164,37.300000000000004,94.61401877060963,3.0,37.300000000000004,17.0
K. Dela Rosa,Point Guard,19,15,19,24,28,21.0,'7-19,'6-12,'6-16,'6-13,'11-20,45.00%,'7-17,'6-11,'6-14,'6-12,'10-17,49.30%,'0-2,'0-1,'0-2,'0-1,'1-3,11.11%,'5-6,'3-6,'7-7,'12-16,'5-6,78.05%,6,5,4,9,8,6.4,18,14,10,9,11,12.4,24,19,14,18,19,18.8,1,0,2,3,2,1.6,0,0,4,1,2,1.4,5,3,5,2,5,4.0,5,6,4,2,4,4.2,36:25.0,34:39.0,32.88333333333333,25:09.0,37:01.0,33:13.0,0.0,0.0,0.0,0,165,39.42333333333333,100.0,1.0,39.42333333333333,13.0
M. Vingno,Point Guard,2,2,0,3,2,1.8,'1-6,'1-7,'0-1,'1-4,'1-3,19.05%,'1-4,'1-6,'0-1,'0-2,'1-2,20.00%,'0-2,'0-1,'0-0,'1-2,'0-1,16.67%,'0-0,'0-2,'0-0,'0-0,'0-0,0.00%,3,0,1,2,0,1.2,1,0,3,0,0,0.8,4,0,4,2,0,2.0,0,1,0,2,0,0.6,1,1,1,0,0,0.6,0,0,0,0,0,0.0,2,1,0,0,1,0.8,13:11.0,07:17.0,5.916666666666667,14:17.0,09:49.0,10:05.0,0.0,0.0,0.0,0,176,6.3966666666666665,16.225585524646995,30.0,6.3966666666666665,166.0
C. Bariquit,Point Guard,0,8,11,6,13,7.6,'0-9,'2-5,'2-7,'1-3,'4-14,23.68%,'0-5,'2-5,'0-2,'0-0,'2-8,20.00%,'0-4,'0-0,'2-5,'1-3,'2-6,27.78%,'0-0,'4-4,'5-6,'3-4,'3-6,75.00%,5,2,0,1,4,2.4,3,6,3,3,6,4.2,8,8,3,4,10,6.6,0,1,3,2,0,1.2,0,1,2,0,2,1.0,0,0,0,0,0,0.0,2,4,3,4,6,3.8,22:52.0,25:46.0,32.93333333333333,23:01.0,29:53.0,26:53.0,0.0,0.0,0.0,0,178,32.06333333333333,81.33085313266255,5.0,32.06333333333333,30.0
A. Villava-Cua,Point Guard,0,0,0,0,0,0.0,'0-0,'0-0,'0-0,'0-5,'0-0,0.00%,'0-0,'0-0,'0-0,'0-1,'0-0,0.00%,'0-0,'0-0,'0-0,'0-4,'0-0,0.00%,'0-0,'0-0,'0-0,'0-0,'0-0,0.00%,0,0,1,0,0,0.2,0,0,0,0,0,0.0,0,0,1,0,0,0.2,0,0,0,1,0,0.2,0,0,0,1,0,0.2,0,0,0,0,0,0.0,0,0,1,1,0,0.4,00:31.0,02:02.0,1.0666666666666667,08:48.0,00:30.0,02:35.0,0.0,0.0,0.0,0,195,0.7766666666666666,1.9700684873594319,37.0,0.7766666666666666,211.0
B. Paraiso,Point Guard,4,2,13,7,10,7.2,'1-3,'1-7,'3-13,'3-9,'4-10,28.57%,'0-1,'1-5,'1-9,'2-5,'2-6,23.08%,'1-2,'0-2,'2-4,'1-4,'2-4,37.50%,'1-2,'0-0,'5-7,'0-0,'0-0,66.67%,1,3,3,1,0,1.6,2,1,4,5,6,3.6,3,4,7,6,6,5.2,3,1,2,4,0,2.0,1,0,1,1,0,0.6,0,0,0,0,0,0.0,0,1,0,0,1,0.4,17:26.0,23:08.0,27.45,32:38.0,28:20.0,25:47.0,0.0,0.0,0.0,0,198,31.75,80.5360615540712,6.0,31.75,31.0
L. San Juan,Point Guard,15,19,18,14,19,17.0,'5-13,'7-20,'6-13,'4-9,'7-21,38.16%,'2-3,'5-10,'2-6,'2-6,'5-9,47.06%,'3-10,'2-10,'4-7,'2-3,'2-12,30.95%,'2-2,'3-3,'2-2,'4-5,'3-4,87.50%,0,2,0,3,3,1.6,5,4,1,2,5,3.4,5,6,1,5,8,5.0,1,3,4,2,3,2.6,0,3,0,1,0,0.8,0,0,1,0,0,0.2,3,4,5,3,6,4.2,30:30.0,35:33.0,29.35,24:38.0,36:48.0,31:22.0,0.0,0.0,0.0,0,205,31.540000000000003,80.00338209182381,7.0,31.540000000000003,34.0
